2013-01-01-0.json.gz,629087
2013-01-01-1.json.gz,648979
2013-01-01-2.json.gz,732520
2013-01-01-3.json.gz,759834
2013-01-01-4.json.gz,940526
2013-01-01-5.json.gz,920114
2013-01-01-6.json.gz,1071919
2013-01-01-7.json.gz,1209071
2013-01-01-8.json.gz,1288214
2013-01-01-9.json.gz,1462993
2013-01-01-10.json.gz,1376867
2013-01-01-11.json.gz,1526246
2013-01-01-12.json.gz,1550935
2013-01-01-13.json.gz,1483505
2013-01-01-14.json.gz,1706141
2013-01-01-15.json.gz,1477966
2013-01-01-16.json.gz,1320044
2013-01-01-17.json.gz,1289399
2013-01-01-18.json.gz,1259103
2013-01-01-19.json.gz,1210726
2013-01-01-20.json.gz,1199529
2013-01-01-21.json.gz,1089907
2013-01-01-22.json.gz,1043835
2013-01-01-23.json.gz,1182226
2013-01-02-0.json.gz,1387540
2013-01-02-1.json.gz,1687901
2013-01-02-2.json.gz,1763089
2013-01-02-3.json.gz,1655015
2013-01-02-4.json.gz,1763806
2013-01-02-5.json.gz,2030083
2013-01-02-6.json.gz,2303027
2013-01-02-7.json.gz,2614063
2013-01-02-8.json.gz,2804599
2013-01-02-9.json.gz,2630868
2013-01-02-10.json.gz,2539366
2013-01-02-11.json.gz,2585149
2013-01-02-12.json.gz,2647626
2013-01-02-13.json.gz,2760748
2013-01-02-14.json.gz,2631915
2013-01-02-15.json.gz,2264703
2013-01-02-16.json.gz,1861440
2013-01-02-17.json.gz,1714806
2013-01-02-18.json.gz,1533766
2013-01-02-19.json.gz,1517025
2013-01-02-20.json.gz,1338400
2013-01-02-21.json.gz,1208310
2013-01-02-22.json.gz,1276797
2013-01-02-23.json.gz,1332582
2013-01-03-0.json.gz,1581539
2013-01-03-1.json.gz,1751025
2013-01-03-2.json.gz,1977724
2013-01-03-3.json.gz,1992390
2013-01-03-4.json.gz,2041490
2013-01-03-5.json.gz,2416370
2013-01-03-6.json.gz,2626094
2013-01-03-7.json.gz,2948395
2013-01-03-8.json.gz,3074878
2013-01-03-9.json.gz,2958546
2013-01-03-10.json.gz,2795530
2013-01-03-11.json.gz,2805172
2013-01-03-12.json.gz,2727733
2013-01-03-13.json.gz,2869934
2013-01-03-14.json.gz,2652089
2013-01-03-15.json.gz,2282543
2013-01-03-16.json.gz,1967799
2013-01-03-17.json.gz,1768370
2013-01-03-18.json.gz,1765948
2013-01-03-19.json.gz,1597453
2013-01-03-20.json.gz,1453105
2013-01-03-21.json.gz,1430769
2013-01-03-22.json.gz,1487421
2013-01-03-23.json.gz,1488959
2013-01-04-0.json.gz,1736592
2013-01-04-1.json.gz,1964758
2013-01-04-2.json.gz,1917224
2013-01-04-3.json.gz,1950145
2013-01-04-4.json.gz,2019451
2013-01-04-5.json.gz,2368428
2013-01-04-6.json.gz,2670687
2013-01-04-7.json.gz,3194237
2013-01-04-8.json.gz,3102044
2013-01-04-9.json.gz,2929051
2013-01-04-10.json.gz,2664258
2013-01-04-11.json.gz,2795887
2013-01-04-12.json.gz,2792629
2013-01-04-13.json.gz,2609653
2013-01-04-14.json.gz,2713103
2013-01-04-15.json.gz,2335917
2013-01-04-16.json.gz,1749765
2013-01-04-17.json.gz,1628296
2013-01-04-18.json.gz,1453939
2013-01-04-19.json.gz,1266408
2013-01-04-20.json.gz,1035155
2013-01-04-21.json.gz,1188144
2013-01-04-22.json.gz,1156696
2013-01-04-23.json.gz,1165414
2013-01-05-0.json.gz,1234824
2013-01-05-1.json.gz,1266762
2013-01-05-2.json.gz,1275136
2013-01-05-3.json.gz,1267969
2013-01-05-4.json.gz,1409946
2013-01-05-5.json.gz,1510262
2013-01-05-6.json.gz,1629496
2013-01-05-7.json.gz,1781464
2013-01-05-8.json.gz,1830390
2013-01-05-9.json.gz,1930917
2013-01-05-10.json.gz,1834388
2013-01-05-11.json.gz,1847482
2013-01-05-12.json.gz,1865066
2013-01-05-13.json.gz,1898815
2013-01-05-14.json.gz,1818850
2013-01-05-15.json.gz,1589323
2013-01-05-16.json.gz,1456698
2013-01-05-17.json.gz,1376360
2013-01-05-18.json.gz,1382088
2013-01-05-19.json.gz,1261038
2013-01-05-20.json.gz,1221855
2013-01-05-21.json.gz,1124843
2013-01-05-22.json.gz,1082956
2013-01-05-23.json.gz,1117248
2013-01-06-0.json.gz,1162489
2013-01-06-1.json.gz,1273357
2013-01-06-2.json.gz,1200634
2013-01-06-3.json.gz,1311553
2013-01-06-4.json.gz,1363228
2013-01-06-5.json.gz,1541160
2013-01-06-6.json.gz,1556958
2013-01-06-7.json.gz,1817472
2013-01-06-8.json.gz,1846820
2013-01-06-9.json.gz,1843144
2013-01-06-10.json.gz,1989211
2013-01-06-11.json.gz,1946882
2013-01-06-12.json.gz,1995796
2013-01-06-13.json.gz,2024330
2013-01-06-14.json.gz,1990238
2013-01-06-15.json.gz,1843978
2013-01-06-16.json.gz,1613320
2013-01-06-17.json.gz,1744463
2013-01-06-18.json.gz,1629067
2013-01-06-19.json.gz,1466671
2013-01-06-20.json.gz,1325600
2013-01-06-21.json.gz,1460017
2013-01-06-22.json.gz,1506693
2013-01-06-23.json.gz,1539000
2013-01-07-0.json.gz,1882654
2013-01-07-1.json.gz,2150396
2013-01-07-2.json.gz,2328228
2013-01-07-3.json.gz,2164680
2013-01-07-4.json.gz,2258995
2013-01-07-5.json.gz,2538748
2013-01-07-6.json.gz,2821424
2013-01-07-7.json.gz,3279657
2013-01-07-8.json.gz,3366796
2013-01-07-9.json.gz,2931213
2013-01-07-10.json.gz,2918580
2013-01-07-11.json.gz,2880042
2013-01-07-12.json.gz,2941393
2013-01-07-13.json.gz,3038822
2013-01-07-14.json.gz,2821954
2013-01-07-15.json.gz,2531617
2013-01-07-16.json.gz,2181559
2013-01-07-17.json.gz,1979521
2013-01-07-18.json.gz,1894785
2013-01-07-19.json.gz,1736625
2013-01-07-20.json.gz,1695004
2013-01-07-21.json.gz,1739161
2013-01-07-22.json.gz,1639232
2013-01-07-23.json.gz,1796637
2013-01-08-0.json.gz,2046777
2013-01-08-1.json.gz,2345115
2013-01-08-2.json.gz,2363857
2013-01-08-3.json.gz,2220447
2013-01-08-4.json.gz,2300653
2013-01-08-5.json.gz,2549620
2013-01-08-6.json.gz,3018741
2013-01-08-7.json.gz,3303240
2013-01-08-8.json.gz,3447870
2013-01-08-9.json.gz,3317008
2013-01-08-10.json.gz,3020107
2013-01-08-11.json.gz,3132779
2013-01-08-12.json.gz,3051690
2013-01-08-13.json.gz,3192752
2013-01-08-14.json.gz,3152087
2013-01-08-15.json.gz,2473850
2013-01-08-16.json.gz,2263132
2013-01-08-17.json.gz,1949924
2013-01-08-18.json.gz,1921352
2013-01-08-19.json.gz,1815676
2013-01-08-20.json.gz,1679830
2013-01-08-21.json.gz,1641445
2013-01-08-22.json.gz,1595988
2013-01-08-23.json.gz,1782984
2013-01-09-0.json.gz,2222095
2013-01-09-1.json.gz,2435792
2013-01-09-2.json.gz,2415364
2013-01-09-3.json.gz,2337690
2013-01-09-4.json.gz,2445754
2013-01-09-5.json.gz,2854659
2013-01-09-6.json.gz,1320058
2013-01-09-7.json.gz,3528874
2013-01-09-8.json.gz,3765652
2013-01-09-9.json.gz,3501542
2013-01-09-10.json.gz,2934172
2013-01-09-11.json.gz,3136490
2013-01-09-12.json.gz,3105291
2013-01-09-13.json.gz,3284991
2013-01-09-14.json.gz,3341430
2013-01-09-15.json.gz,2742444
2013-01-09-16.json.gz,2264138
2013-01-09-17.json.gz,1986529
2013-01-09-18.json.gz,1989720
2013-01-09-19.json.gz,1806473
2013-01-09-20.json.gz,1527479
2013-01-09-21.json.gz,1650649
2013-01-09-22.json.gz,1697252
2013-01-09-23.json.gz,1783459
2013-01-10-0.json.gz,2209551
2013-01-10-1.json.gz,2488870
2013-01-10-2.json.gz,2478839
2013-01-10-3.json.gz,2337663
2013-01-10-4.json.gz,2535950
2013-01-10-5.json.gz,3028313
2013-01-10-6.json.gz,3177141
2013-01-10-7.json.gz,3609842
2013-01-10-8.json.gz,3592432
2013-01-10-9.json.gz,3484768
2013-01-10-10.json.gz,3024199
2013-01-10-11.json.gz,2973797
2013-01-10-12.json.gz,3059501
2013-01-10-13.json.gz,3302980
2013-01-10-14.json.gz,3082949
2013-01-10-15.json.gz,2594265
2013-01-10-16.json.gz,2255945
2013-01-10-17.json.gz,2093389
2013-01-10-18.json.gz,1885393
2013-01-10-19.json.gz,1704785
2013-01-10-20.json.gz,1618234
2013-01-10-21.json.gz,1486919
2013-01-10-22.json.gz,1020462
2013-01-10-23.json.gz,1740070
2013-01-11-0.json.gz,1958629
2013-01-11-1.json.gz,2325838
2013-01-11-2.json.gz,2555439
2013-01-11-3.json.gz,2434536
2013-01-11-4.json.gz,2275208
2013-01-11-5.json.gz,2687553
2013-01-11-6.json.gz,3027333
2013-01-11-7.json.gz,3365288
2013-01-11-8.json.gz,3383963
2013-01-11-9.json.gz,3152823
2013-01-11-10.json.gz,3066560
2013-01-11-11.json.gz,2984919
2013-01-11-12.json.gz,3073186
2013-01-11-13.json.gz,2957327
2013-01-11-14.json.gz,2864793
2013-01-11-15.json.gz,2617085
2013-01-11-16.json.gz,1944804
2013-01-11-17.json.gz,1710555
2013-01-11-18.json.gz,1390387
2013-01-11-19.json.gz,1305381
2013-01-11-20.json.gz,1220699
2013-01-11-21.json.gz,1170086
2013-01-11-22.json.gz,1131131
2013-01-11-23.json.gz,1052228
2013-01-12-0.json.gz,1228271
2013-01-12-1.json.gz,1215098
2013-01-12-2.json.gz,1264139
2013-01-12-3.json.gz,1463767
2013-01-12-4.json.gz,1509132
2013-01-12-5.json.gz,1603089
2013-01-12-6.json.gz,1767173
2013-01-12-7.json.gz,2011808
2013-01-12-8.json.gz,2055072
2013-01-12-9.json.gz,2036332
2013-01-12-10.json.gz,2041550
2013-01-12-11.json.gz,2103610
2013-01-12-12.json.gz,2097680
2013-01-12-13.json.gz,2067466
2013-01-12-14.json.gz,2071775
2013-01-12-15.json.gz,1845269
2013-01-12-16.json.gz,1579723
2013-01-12-17.json.gz,1459015
2013-01-12-18.json.gz,1320423
2013-01-12-19.json.gz,1218756
2013-01-12-20.json.gz,1135181
2013-01-12-21.json.gz,1137683
2013-01-12-22.json.gz,1123330
2013-01-12-23.json.gz,1039701
2013-01-13-0.json.gz,1173231
2013-01-13-1.json.gz,1204581
2013-01-13-2.json.gz,1394581
2013-01-13-3.json.gz,1451269
2013-01-13-4.json.gz,1527653
2013-01-13-5.json.gz,1697011
2013-01-13-6.json.gz,1877550
2013-01-13-7.json.gz,2217214
2013-01-13-8.json.gz,2033749
2013-01-13-9.json.gz,2191644
2013-01-13-10.json.gz,2223844
2013-01-13-11.json.gz,2294430
2013-01-13-12.json.gz,2378519
2013-01-13-13.json.gz,2537849
2013-01-13-14.json.gz,2386182
2013-01-13-15.json.gz,2044779
2013-01-13-16.json.gz,1844255
2013-01-13-17.json.gz,1641384
2013-01-13-18.json.gz,1812640
2013-01-13-19.json.gz,1615157
2013-01-13-20.json.gz,1541031
2013-01-13-21.json.gz,1580401
2013-01-13-22.json.gz,1607578
2013-01-13-23.json.gz,1736058
2013-01-14-0.json.gz,2016613
2013-01-14-1.json.gz,2402637
2013-01-14-2.json.gz,2431142
2013-01-14-3.json.gz,2306617
2013-01-14-4.json.gz,2574468
2013-01-14-5.json.gz,2799498
2013-01-14-6.json.gz,3022901
2013-01-14-7.json.gz,3441024
2013-01-14-8.json.gz,3541022
2013-01-14-9.json.gz,3490517
2013-01-14-10.json.gz,3234678
2013-01-14-11.json.gz,3416719
2013-01-14-12.json.gz,3443107
2013-01-14-13.json.gz,3470451
2013-01-14-14.json.gz,3174619
2013-01-14-15.json.gz,2819757
2013-01-14-16.json.gz,2239486
2013-01-14-17.json.gz,2146843
2013-01-14-18.json.gz,2070922
2013-01-14-19.json.gz,2004493
2013-01-14-20.json.gz,1850327
2013-01-14-21.json.gz,1796776
2013-01-14-22.json.gz,1725779
2013-01-14-23.json.gz,1926996
2013-01-15-0.json.gz,2253289
2013-01-15-1.json.gz,2541667
2013-01-15-2.json.gz,2433823
2013-01-15-3.json.gz,2143375
2013-01-15-4.json.gz,2631485
2013-01-15-5.json.gz,2843689
2013-01-15-6.json.gz,3296867
2013-01-15-7.json.gz,3615328
2013-01-15-8.json.gz,3548157
2013-01-15-9.json.gz,3352636
2013-01-15-10.json.gz,3187048
2013-01-15-11.json.gz,3331902
2013-01-15-12.json.gz,3373448
2013-01-15-13.json.gz,3246765
2013-01-15-14.json.gz,3240807
2013-01-15-15.json.gz,2729574
2013-01-15-16.json.gz,2366984
2013-01-15-17.json.gz,2160024
2013-01-15-18.json.gz,2029806
2013-01-15-19.json.gz,1941732
2013-01-15-20.json.gz,1763326
2013-01-15-21.json.gz,1723473
2013-01-15-22.json.gz,1788328
2013-01-15-23.json.gz,1861603
2013-01-16-0.json.gz,2079964
2013-01-16-1.json.gz,2406427
2013-01-16-2.json.gz,2603213
2013-01-16-3.json.gz,2480746
2013-01-16-4.json.gz,2428736
2013-01-16-5.json.gz,2833832
2013-01-16-6.json.gz,3202015
2013-01-16-7.json.gz,3550282
2013-01-16-8.json.gz,3636363
2013-01-16-9.json.gz,3398388
2013-01-16-10.json.gz,3251787
2013-01-16-11.json.gz,3284131
2013-01-16-12.json.gz,3254213
2013-01-16-13.json.gz,3410752
2013-01-16-14.json.gz,3134588
2013-01-16-15.json.gz,2800704
2013-01-16-16.json.gz,2350962
2013-01-16-17.json.gz,2117571
2013-01-16-18.json.gz,1906916
2013-01-16-19.json.gz,2044523
2013-01-16-20.json.gz,1699159
2013-01-16-21.json.gz,1694945
2013-01-16-22.json.gz,1831906
2013-01-16-23.json.gz,1916802
2013-01-17-0.json.gz,2178829
2013-01-17-1.json.gz,2462800
2013-01-17-2.json.gz,2620105
2013-01-17-3.json.gz,2479580
2013-01-17-4.json.gz,2549600
2013-01-17-5.json.gz,2791893
2013-01-17-6.json.gz,3211874
2013-01-17-7.json.gz,3660414
2013-01-17-8.json.gz,3631488
2013-01-17-9.json.gz,3304545
2013-01-17-10.json.gz,3119822
2013-01-17-11.json.gz,3323490
2013-01-17-12.json.gz,3268575
2013-01-17-13.json.gz,3229261
2013-01-17-14.json.gz,3173455
2013-01-17-15.json.gz,2825978
2013-01-17-16.json.gz,2380804
2013-01-17-17.json.gz,2030117
2013-01-17-18.json.gz,1886389
2013-01-17-19.json.gz,1837418
2013-01-17-20.json.gz,1661115
2013-01-17-21.json.gz,1737421
2013-01-17-22.json.gz,1797588
2013-01-17-23.json.gz,1871072
2013-01-18-0.json.gz,2301340
2013-01-18-1.json.gz,2386695
2013-01-18-2.json.gz,2472253
2013-01-18-3.json.gz,2187560
2013-01-18-4.json.gz,2327199
2013-01-18-5.json.gz,2742198
2013-01-18-6.json.gz,2955247
2013-01-18-7.json.gz,3310920
2013-01-18-8.json.gz,3453492
2013-01-18-9.json.gz,3206191
2013-01-18-10.json.gz,2992726
2013-01-18-11.json.gz,2849001
2013-01-18-12.json.gz,3008833
2013-01-18-13.json.gz,3104821
2013-01-18-14.json.gz,2903183
2013-01-18-15.json.gz,2507717
2013-01-18-16.json.gz,2107138
2013-01-18-17.json.gz,1720714
2013-01-18-18.json.gz,1418442
2013-01-18-19.json.gz,1321328
2013-01-18-20.json.gz,1214899
2013-01-18-21.json.gz,1140073
2013-01-18-22.json.gz,1042426
2013-01-18-23.json.gz,1111976
2013-01-19-0.json.gz,1158697
2013-01-19-1.json.gz,1206763
