2014-01-01-0.json.gz,1295578
2014-01-01-1.json.gz,1268405
2014-01-01-2.json.gz,1240026
2014-01-01-3.json.gz,1393277
2014-01-01-4.json.gz,1730474
2014-01-01-5.json.gz,1818522
2014-01-01-6.json.gz,2107497
2014-01-01-7.json.gz,2412878
2014-01-01-8.json.gz,2440750
2014-01-01-9.json.gz,2488575
2014-01-01-10.json.gz,2498496
2014-01-01-11.json.gz,2585841
2014-01-01-12.json.gz,2647137
2014-01-01-13.json.gz,2630774
2014-01-01-14.json.gz,2652296
2014-01-01-15.json.gz,2470267
2014-01-01-16.json.gz,2155516
2014-01-01-17.json.gz,2406319
2014-01-01-18.json.gz,2443498
2014-01-01-19.json.gz,2291292
2014-01-01-20.json.gz,2156897
2014-01-01-21.json.gz,2143194
2014-01-01-22.json.gz,2132759
2014-01-01-23.json.gz,2301622
2014-01-02-0.json.gz,2543377
2014-01-02-1.json.gz,3003187
2014-01-02-2.json.gz,3081931
2014-01-02-3.json.gz,3195745
2014-01-02-4.json.gz,3245908
2014-01-02-5.json.gz,3674161
2014-01-02-6.json.gz,4408399
2014-01-02-7.json.gz,4719111
2014-01-02-8.json.gz,4798026
2014-01-02-9.json.gz,4982846
2014-01-02-10.json.gz,4539614
2014-01-02-11.json.gz,4530281
2014-01-02-12.json.gz,4710862
2014-01-02-13.json.gz,4723743
2014-01-02-14.json.gz,4437471
2014-01-02-15.json.gz,5354583
2014-01-02-16.json.gz,3476918
2014-01-02-17.json.gz,2789418
2014-01-02-18.json.gz,2985482
2014-01-02-19.json.gz,2832576
2014-01-02-20.json.gz,2522222
2014-01-02-21.json.gz,1391828
2014-01-02-22.json.gz,40148
2014-01-02-23.json.gz,798739
2014-01-03-0.json.gz,2891834
2014-01-03-1.json.gz,3418770
2014-01-03-2.json.gz,3396439
2014-01-03-3.json.gz,3212981
2014-01-03-4.json.gz,3321513
2014-01-03-5.json.gz,3963231
2014-01-03-6.json.gz,4389198
2014-01-03-7.json.gz,4729810
2014-01-03-8.json.gz,5001194
2014-01-03-9.json.gz,4702943
2014-01-03-10.json.gz,4702921
2014-01-03-11.json.gz,4694262
2014-01-03-12.json.gz,4709302
2014-01-03-13.json.gz,4552389
2014-01-03-14.json.gz,4555669
2014-01-03-15.json.gz,3727987
2014-01-03-16.json.gz,3184626
2014-01-03-17.json.gz,2837137
2014-01-03-18.json.gz,2337370
2014-01-03-19.json.gz,2162243
2014-01-03-20.json.gz,1969550
2014-01-03-21.json.gz,1851382
2014-01-03-22.json.gz,1839052
2014-01-03-23.json.gz,1806546
2014-01-04-0.json.gz,1899396
2014-01-04-1.json.gz,1856219
